CAS.Number,ChemicalName,Target.Name,UniProt.Name,Organism,NCBI.Taxonomy.Id,Gene.Name,Molecular.Weight,General.Function,Specific.Function,Chromosome.Location,HGNC.ID,KEGG.ID,estrogen_pathway,testosterone_pathway,hormone_pathway
30746-58-8,"1,2,3,4-Tetrachlorodibenzo-p-dioxin",Estrogen receptor beta,ESR2_HUMAN,Human,9606,ESR2,59215.765,Zinc ion binding,"Nuclear hormone receptor. Binds estrogens with an affinity similar to that of ESR1, and activates expression of reporter genes containing estrogen response elements (ERE) in an estrogen-dependent manner (PubMed:20074560). Isoform beta-cx lacks ligand binding ability and has no or only very low ere binding activity resulting in the loss of ligand-dependent transactivation ability. DNA-binding by ESR1 and ESR2 is rapidly lost at 37 degrees Celsius in the absence of ligand while in the presence of 17 beta-estradiol and 4-hydroxy-tamoxifen loss in DNA-binding at elevated temperature is more gradual.",14,HGNC:3468,hsa:2100,YES,NO,YES
101-55-3,4-Bromobiphenyl Ether,Estrogen receptor beta,ESR2_HUMAN,Human,9606,ESR2,59215.765,Zinc ion binding,"Nuclear hormone receptor. Binds estrogens with an affinity similar to that of ESR1, and activates expression of reporter genes containing estrogen response elements (ERE) in an estrogen-dependent manner (PubMed:20074560). Isoform beta-cx lacks ligand binding ability and has no or only very low ere binding activity resulting in the loss of ligand-dependent transactivation ability. DNA-binding by ESR1 and ESR2 is rapidly lost at 37 degrees Celsius in the absence of ligand while in the presence of 17 beta-estradiol and 4-hydroxy-tamoxifen loss in DNA-binding at elevated temperature is more gradual.",14,HGNC:3468,hsa:2100,YES,NO,YES
8001-35-2,Toxaphene,Estrogen receptor beta,ESR2_HUMAN,Human,9606,ESR2,59215.765,Zinc ion binding,"Nuclear hormone receptor. Binds estrogens with an affinity similar to that of ESR1, and activates expression of reporter genes containing estrogen response elements (ERE) in an estrogen-dependent manner (PubMed:20074560). Isoform beta-cx lacks ligand binding ability and has no or only very low ere binding activity resulting in the loss of ligand-dependent transactivation ability. DNA-binding by ESR1 and ESR2 is rapidly lost at 37 degrees Celsius in the absence of ligand while in the presence of 17 beta-estradiol and 4-hydroxy-tamoxifen loss in DNA-binding at elevated temperature is more gradual.",14,HGNC:3468,hsa:2100,YES,NO,YES
33025-41-1,"2,3,4,4'-Tetrachlorobiphenyl",Estrogen receptor beta,ESR2_HUMAN,Human,9606,ESR2,59215.765,Zinc ion binding,"Nuclear hormone receptor. Binds estrogens with an affinity similar to that of ESR1, and activates expression of reporter genes containing estrogen response elements (ERE) in an estrogen-dependent manner (PubMed:20074560). Isoform beta-cx lacks ligand binding ability and has no or only very low ere binding activity resulting in the loss of ligand-dependent transactivation ability. DNA-binding by ESR1 and ESR2 is rapidly lost at 37 degrees Celsius in the absence of ligand while in the presence of 17 beta-estradiol and 4-hydroxy-tamoxifen loss in DNA-binding at elevated temperature is more gradual.",14,HGNC:3468,hsa:2100,YES,NO,YES
131436-22-1,Cercosporamide,Estrogen receptor beta,ESR2_HUMAN,Human,9606,ESR2,59215.765,Zinc ion binding,"Nuclear hormone receptor. Binds estrogens with an affinity similar to that of ESR1, and activates expression of reporter genes containing estrogen response elements (ERE) in an estrogen-dependent manner (PubMed:20074560). Isoform beta-cx lacks ligand binding ability and has no or only very low ere binding activity resulting in the loss of ligand-dependent transactivation ability. DNA-binding by ESR1 and ESR2 is rapidly lost at 37 degrees Celsius in the absence of ligand while in the presence of 17 beta-estradiol and 4-hydroxy-tamoxifen loss in DNA-binding at elevated temperature is more gradual.",14,HGNC:3468,hsa:2100,YES,NO,YES
41411-62-5,"2,3,3',4,5,6-Hexachlorobiphenyl",Estrogen receptor beta,ESR2_HUMAN,Human,9606,ESR2,59215.765,Zinc ion binding,"Nuclear hormone receptor. Binds estrogens with an affinity similar to that of ESR1, and activates expression of reporter genes containing estrogen response elements (ERE) in an estrogen-dependent manner (PubMed:20074560). Isoform beta-cx lacks ligand binding ability and has no or only very low ere binding activity resulting in the loss of ligand-dependent transactivation ability. DNA-binding by ESR1 and ESR2 is rapidly lost at 37 degrees Celsius in the absence of ligand while in the presence of 17 beta-estradiol and 4-hydroxy-tamoxifen loss in DNA-binding at elevated temperature is more gradual.",14,HGNC:3468,hsa:2100,YES,NO,YES
12674-11-2,Aroclor 1016,Estrogen receptor beta,ESR2_HUMAN,Human,9606,ESR2,59215.765,Zinc ion binding,"Nuclear hormone receptor. Binds estrogens with an affinity similar to that of ESR1, and activates expression of reporter genes containing estrogen response elements (ERE) in an estrogen-dependent manner (PubMed:20074560). Isoform beta-cx lacks ligand binding ability and has no or only very low ere binding activity resulting in the loss of ligand-dependent transactivation ability. DNA-binding by ESR1 and ESR2 is rapidly lost at 37 degrees Celsius in the absence of ligand while in the presence of 17 beta-estradiol and 4-hydroxy-tamoxifen loss in DNA-binding at elevated temperature is more gradual.",14,HGNC:3468,hsa:2100,YES,NO,YES
60233-25-2,"2,2',3,4',6'-Pentachlorobiphenyl",Estrogen receptor beta,ESR2_HUMAN,Human,9606,ESR2,59215.765,Zinc ion binding,"Nuclear hormone receptor. Binds estrogens with an affinity similar to that of ESR1, and activates expression of reporter genes containing estrogen response elements (ERE) in an estrogen-dependent manner (PubMed:20074560). Isoform beta-cx lacks ligand binding ability and has no or only very low ere binding activity resulting in the loss of ligand-dependent transactivation ability. DNA-binding by ESR1 and ESR2 is rapidly lost at 37 degrees Celsius in the absence of ligand while in the presence of 17 beta-estradiol and 4-hydroxy-tamoxifen loss in DNA-binding at elevated temperature is more gradual.",14,HGNC:3468,hsa:2100,YES,NO,YES
33284-50-3,"2,4-Dichlorobiphenyl",Estrogen receptor beta,ESR2_HUMAN,Human,9606,ESR2,59215.765,Zinc ion binding,"Nuclear hormone receptor. Binds estrogens with an affinity similar to that of ESR1, and activates expression of reporter genes containing estrogen response elements (ERE) in an estrogen-dependent manner (PubMed:20074560). Isoform beta-cx lacks ligand binding ability and has no or only very low ere binding activity resulting in the loss of ligand-dependent transactivation ability. DNA-binding by ESR1 and ESR2 is rapidly lost at 37 degrees Celsius in the absence of ligand while in the presence of 17 beta-estradiol and 4-hydroxy-tamoxifen loss in DNA-binding at elevated temperature is more gradual.",14,HGNC:3468,hsa:2100,YES,NO,YES
108-90-7,Chlorobenzene,Estrogen receptor beta,ESR2_HUMAN,Human,9606,ESR2,59215.765,Zinc ion binding,"Nuclear hormone receptor. Binds estrogens with an affinity similar to that of ESR1, and activates expression of reporter genes containing estrogen response elements (ERE) in an estrogen-dependent manner (PubMed:20074560). Isoform beta-cx lacks ligand binding ability and has no or only very low ere binding activity resulting in the loss of ligand-dependent transactivation ability. DNA-binding by ESR1 and ESR2 is rapidly lost at 37 degrees Celsius in the absence of ligand while in the presence of 17 beta-estradiol and 4-hydroxy-tamoxifen loss in DNA-binding at elevated temperature is more gradual.",14,HGNC:3468,hsa:2100,YES,NO,YES
74472-38-1,"2,3,4,4',6-Pentachlorobiphenyl",Estrogen receptor beta,ESR2_HUMAN,Human,9606,ESR2,59215.765,Zinc ion binding,"Nuclear hormone receptor. Binds estrogens with an affinity similar to that of ESR1, and activates expression of reporter genes containing estrogen response elements (ERE) in an estrogen-dependent manner (PubMed:20074560). Isoform beta-cx lacks ligand binding ability and has no or only very low ere binding activity resulting in the loss of ligand-dependent transactivation ability. DNA-binding by ESR1 and ESR2 is rapidly lost at 37 degrees Celsius in the absence of ligand while in the presence of 17 beta-estradiol and 4-hydroxy-tamoxifen loss in DNA-binding at elevated temperature is more gradual.",14,HGNC:3468,hsa:2100,YES,NO,YES
123-07-9,4-Ethylphenol,Estrogen receptor beta,ESR2_HUMAN,Human,9606,ESR2,59215.765,Zinc ion binding,"Nuclear hormone receptor. Binds estrogens with an affinity similar to that of ESR1, and activates expression of reporter genes containing estrogen response elements (ERE) in an estrogen-dependent manner (PubMed:20074560). Isoform beta-cx lacks ligand binding ability and has no or only very low ere binding activity resulting in the loss of ligand-dependent transactivation ability. DNA-binding by ESR1 and ESR2 is rapidly lost at 37 degrees Celsius in the absence of ligand while in the presence of 17 beta-estradiol and 4-hydroxy-tamoxifen loss in DNA-binding at elevated temperature is more gradual.",14,HGNC:3468,hsa:2100,YES,NO,YES
2051-24-3,Decachlorobiphenyl,Estrogen receptor beta,ESR2_HUMAN,Human,9606,ESR2,59215.765,Zinc ion binding,"Nuclear hormone receptor. Binds estrogens with an affinity similar to that of ESR1, and activates expression of reporter genes containing estrogen response elements (ERE) in an estrogen-dependent manner (PubMed:20074560). Isoform beta-cx lacks ligand binding ability and has no or only very low ere binding activity resulting in the loss of ligand-dependent transactivation ability. DNA-binding by ESR1 and ESR2 is rapidly lost at 37 degrees Celsius in the absence of ligand while in the presence of 17 beta-estradiol and 4-hydroxy-tamoxifen loss in DNA-binding at elevated temperature is more gradual.",14,HGNC:3468,hsa:2100,YES,NO,YES
7790-80-9,Cadmium iodide,Estrogen receptor beta,ESR2_HUMAN,Human,9606,ESR2,59215.765,Zinc ion binding,"Nuclear hormone receptor. Binds estrogens with an affinity similar to that of ESR1, and activates expression of reporter genes containing estrogen response elements (ERE) in an estrogen-dependent manner (PubMed:20074560). Isoform beta-cx lacks ligand binding ability and has no or only very low ere binding activity resulting in the loss of ligand-dependent transactivation ability. DNA-binding by ESR1 and ESR2 is rapidly lost at 37 degrees Celsius in the absence of ligand while in the presence of 17 beta-estradiol and 4-hydroxy-tamoxifen loss in DNA-binding at elevated temperature is more gradual.",14,HGNC:3468,hsa:2100,YES,NO,YES
2136-99-4,"2,2',3,3',5,5',6,6'-Octachlorobiphenyl",Estrogen receptor beta,ESR2_HUMAN,Human,9606,ESR2,59215.765,Zinc ion binding,"Nuclear hormone receptor. Binds estrogens with an affinity similar to that of ESR1, and activates expression of reporter genes containing estrogen response elements (ERE) in an estrogen-dependent manner (PubMed:20074560). Isoform beta-cx lacks ligand binding ability and has no or only very low ere binding activity resulting in the loss of ligand-dependent transactivation ability. DNA-binding by ESR1 and ESR2 is rapidly lost at 37 degrees Celsius in the absence of ligand while in the presence of 17 beta-estradiol and 4-hydroxy-tamoxifen loss in DNA-binding at elevated temperature is more gradual.",14,HGNC:3468,hsa:2100,YES,NO,YES
18259-05-7,"2,3,4,5,6-Pentachlorobiphenyl",Estrogen receptor beta,ESR2_HUMAN,Human,9606,ESR2,59215.765,Zinc ion binding,"Nuclear hormone receptor. Binds estrogens with an affinity similar to that of ESR1, and activates expression of reporter genes containing estrogen response elements (ERE) in an estrogen-dependent manner (PubMed:20074560). Isoform beta-cx lacks ligand binding ability and has no or only very low ere binding activity resulting in the loss of ligand-dependent transactivation ability. DNA-binding by ESR1 and ESR2 is rapidly lost at 37 degrees Celsius in the absence of ligand while in the presence of 17 beta-estradiol and 4-hydroxy-tamoxifen loss in DNA-binding at elevated temperature is more gradual.",14,HGNC:3468,hsa:2100,YES,NO,YES
38444-77-8,"2,4',6-Trichlorobiphenyl",Estrogen receptor beta,ESR2_HUMAN,Human,9606,ESR2,59215.765,Zinc ion binding,"Nuclear hormone receptor. Binds estrogens with an affinity similar to that of ESR1, and activates expression of reporter genes containing estrogen response elements (ERE) in an estrogen-dependent manner (PubMed:20074560). Isoform beta-cx lacks ligand binding ability and has no or only very low ere binding activity resulting in the loss of ligand-dependent transactivation ability. DNA-binding by ESR1 and ESR2 is rapidly lost at 37 degrees Celsius in the absence of ligand while in the presence of 17 beta-estradiol and 4-hydroxy-tamoxifen loss in DNA-binding at elevated temperature is more gradual.",14,HGNC:3468,hsa:2100,YES,NO,YES
593-89-5,Methyldichloroarsine,Estrogen receptor beta,ESR2_HUMAN,Human,9606,ESR2,59215.765,Zinc ion binding,"Nuclear hormone receptor. Binds estrogens with an affinity similar to that of ESR1, and activates expression of reporter genes containing estrogen response elements (ERE) in an estrogen-dependent manner (PubMed:20074560). Isoform beta-cx lacks ligand binding ability and has no or only very low ere binding activity resulting in the loss of ligand-dependent transactivation ability. DNA-binding by ESR1 and ESR2 is rapidly lost at 37 degrees Celsius in the absence of ligand while in the presence of 17 beta-estradiol and 4-hydroxy-tamoxifen loss in DNA-binding at elevated temperature is more gradual.",14,HGNC:3468,hsa:2100,YES,NO,YES
85-01-8,Phenanthrene,Estrogen receptor beta,ESR2_HUMAN,Human,9606,ESR2,59215.765,Zinc ion binding,"Nuclear hormone receptor. Binds estrogens with an affinity similar to that of ESR1, and activates expression of reporter genes containing estrogen response elements (ERE) in an estrogen-dependent manner (PubMed:20074560). Isoform beta-cx lacks ligand binding ability and has no or only very low ere binding activity resulting in the loss of ligand-dependent transactivation ability. DNA-binding by ESR1 and ESR2 is rapidly lost at 37 degrees Celsius in the absence of ligand while in the presence of 17 beta-estradiol and 4-hydroxy-tamoxifen loss in DNA-binding at elevated temperature is more gradual.",14,HGNC:3468,hsa:2100,YES,NO,YES
10124-36-4,Cadmium sulfate,Estrogen receptor beta,ESR2_HUMAN,Human,9606,ESR2,59215.765,Zinc ion binding,"Nuclear hormone receptor. Binds estrogens with an affinity similar to that of ESR1, and activates expression of reporter genes containing estrogen response elements (ERE) in an estrogen-dependent manner (PubMed:20074560). Isoform beta-cx lacks ligand binding ability and has no or only very low ere binding activity resulting in the loss of ligand-dependent transactivation ability. DNA-binding by ESR1 and ESR2 is rapidly lost at 37 degrees Celsius in the absence of ligand while in the presence of 17 beta-estradiol and 4-hydroxy-tamoxifen loss in DNA-binding at elevated temperature is more gradual.",14,HGNC:3468,hsa:2100,YES,NO,YES
54230-22-7,"2,3,4,6-Tetrachlorobiphenyl",Estrogen receptor beta,ESR2_HUMAN,Human,9606,ESR2,59215.765,Zinc ion binding,"Nuclear hormone receptor. Binds estrogens with an affinity similar to that of ESR1, and activates expression of reporter genes containing estrogen response elements (ERE) in an estrogen-dependent manner (PubMed:20074560). Isoform beta-cx lacks ligand binding ability and has no or only very low ere binding activity resulting in the loss of ligand-dependent transactivation ability. DNA-binding by ESR1 and ESR2 is rapidly lost at 37 degrees Celsius in the absence of ligand while in the presence of 17 beta-estradiol and 4-hydroxy-tamoxifen loss in DNA-binding at elevated temperature is more gradual.",14,HGNC:3468,hsa:2100,YES,NO,YES
68928-80-3,Heptabromobiphenyl Ether,Estrogen receptor beta,ESR2_HUMAN,Human,9606,ESR2,59215.765,Zinc ion binding,"Nuclear hormone receptor. Binds estrogens with an affinity similar to that of ESR1, and activates expression of reporter genes containing estrogen response elements (ERE) in an estrogen-dependent manner (PubMed:20074560). Isoform beta-cx lacks ligand binding ability and has no or only very low ere binding activity resulting in the loss of ligand-dependent transactivation ability. DNA-binding by ESR1 and ESR2 is rapidly lost at 37 degrees Celsius in the absence of ligand while in the presence of 17 beta-estradiol and 4-hydroxy-tamoxifen loss in DNA-binding at elevated temperature is more gradual.",14,HGNC:3468,hsa:2100,YES,NO,YES
52663-69-1,"2,2',3,4,4',5',6-Heptachlorobiphenyl",Estrogen receptor beta,ESR2_HUMAN,Human,9606,ESR2,59215.765,Zinc ion binding,"Nuclear hormone receptor. Binds estrogens with an affinity similar to that of ESR1, and activates expression of reporter genes containing estrogen response elements (ERE) in an estrogen-dependent manner (PubMed:20074560). Isoform beta-cx lacks ligand binding ability and has no or only very low ere binding activity resulting in the loss of ligand-dependent transactivation ability. DNA-binding by ESR1 and ESR2 is rapidly lost at 37 degrees Celsius in the absence of ligand while in the presence of 17 beta-estradiol and 4-hydroxy-tamoxifen loss in DNA-binding at elevated temperature is more gradual.",14,HGNC:3468,hsa:2100,YES,NO,YES
82291-37-0,"1,2,4,7,9-Pentachlorodibenzo-p-dioxin",Estrogen receptor beta,ESR2_HUMAN,Human,9606,ESR2,59215.765,Zinc ion binding,"Nuclear hormone receptor. Binds estrogens with an affinity similar to that of ESR1, and activates expression of reporter genes containing estrogen response elements (ERE) in an estrogen-dependent manner (PubMed:20074560). Isoform beta-cx lacks ligand binding ability and has no or only very low ere binding activity resulting in the loss of ligand-dependent transactivation ability. DNA-binding by ESR1 and ESR2 is rapidly lost at 37 degrees Celsius in the absence of ligand while in the presence of 17 beta-estradiol and 4-hydroxy-tamoxifen loss in DNA-binding at elevated temperature is more gradual.",14,HGNC:3468,hsa:2100,YES,NO,YES
90357-06-5,Bicalutamide,Estrogen receptor beta,ESR2_HUMAN,Human,9606,ESR2,59215.765,Zinc ion binding,"Nuclear hormone receptor. Binds estrogens with an affinity similar to that of ESR1, and activates expression of reporter genes containing estrogen response elements (ERE) in an estrogen-dependent manner (PubMed:20074560). Isoform beta-cx lacks ligand binding ability and has no or only very low ere binding activity resulting in the loss of ligand-dependent transactivation ability. DNA-binding by ESR1 and ESR2 is rapidly lost at 37 degrees Celsius in the absence of ligand while in the presence of 17 beta-estradiol and 4-hydroxy-tamoxifen loss in DNA-binding at elevated temperature is more gradual.",14,HGNC:3468,hsa:2100,YES,NO,YES
106-48-9,4-Chlorophenol,Estrogen receptor beta,ESR2_HUMAN,Human,9606,ESR2,59215.765,Zinc ion binding,"Nuclear hormone receptor. Binds estrogens with an affinity similar to that of ESR1, and activates expression of reporter genes containing estrogen response elements (ERE) in an estrogen-dependent manner (PubMed:20074560). Isoform beta-cx lacks ligand binding ability and has no or only very low ere binding activity resulting in the loss of ligand-dependent transactivation ability. DNA-binding by ESR1 and ESR2 is rapidly lost at 37 degrees Celsius in the absence of ligand while in the presence of 17 beta-estradiol and 4-hydroxy-tamoxifen loss in DNA-binding at elevated temperature is more gradual.",14,HGNC:3468,hsa:2100,YES,NO,YES
68047-06-3,4-Hydroxytamoxifen,Estrogen receptor beta,ESR2_HUMAN,Human,9606,ESR2,59215.765,Zinc ion binding,"Nuclear hormone receptor. Binds estrogens with an affinity similar to that of ESR1, and activates expression of reporter genes containing estrogen response elements (ERE) in an estrogen-dependent manner (PubMed:20074560). Isoform beta-cx lacks ligand binding ability and has no or only very low ere binding activity resulting in the loss of ligand-dependent transactivation ability. DNA-binding by ESR1 and ESR2 is rapidly lost at 37 degrees Celsius in the absence of ligand while in the presence of 17 beta-estradiol and 4-hydroxy-tamoxifen loss in DNA-binding at elevated temperature is more gradual.",14,HGNC:3468,hsa:2100,YES,NO,YES
53-16-7,Estrone,Estrogen receptor beta,ESR2_HUMAN,Human,9606,ESR2,59215.765,Zinc ion binding,"Nuclear hormone receptor. Binds estrogens with an affinity similar to that of ESR1, and activates expression of reporter genes containing estrogen response elements (ERE) in an estrogen-dependent manner (PubMed:20074560). Isoform beta-cx lacks ligand binding ability and has no or only very low ere binding activity resulting in the loss of ligand-dependent transactivation ability. DNA-binding by ESR1 and ESR2 is rapidly lost at 37 degrees Celsius in the absence of ligand while in the presence of 17 beta-estradiol and 4-hydroxy-tamoxifen loss in DNA-binding at elevated temperature is more gradual.",14,HGNC:3468,hsa:2100,YES,NO,YES
39635-33-1,"3,3',4,5,5'-Pentachlorobiphenyl",Estrogen receptor beta,ESR2_HUMAN,Human,9606,ESR2,59215.765,Zinc ion binding,"Nuclear hormone receptor. Binds estrogens with an affinity similar to that of ESR1, and activates expression of reporter genes containing estrogen response elements (ERE) in an estrogen-dependent manner (PubMed:20074560). Isoform beta-cx lacks ligand binding ability and has no or only very low ere binding activity resulting in the loss of ligand-dependent transactivation ability. DNA-binding by ESR1 and ESR2 is rapidly lost at 37 degrees Celsius in the absence of ligand while in the presence of 17 beta-estradiol and 4-hydroxy-tamoxifen loss in DNA-binding at elevated temperature is more gradual.",14,HGNC:3468,hsa:2100,YES,NO,YES
40186-70-7,"2,2',3,3',4,5',6-Heptachlorobiphenyl",Estrogen receptor beta,ESR2_HUMAN,Human,9606,ESR2,59215.765,Zinc ion binding,"Nuclear hormone receptor. Binds estrogens with an affinity similar to that of ESR1, and activates expression of reporter genes containing estrogen response elements (ERE) in an estrogen-dependent manner (PubMed:20074560). Isoform beta-cx lacks ligand binding ability and has no or only very low ere binding activity resulting in the loss of ligand-dependent transactivation ability. DNA-binding by ESR1 and ESR2 is rapidly lost at 37 degrees Celsius in the absence of ligand while in the presence of 17 beta-estradiol and 4-hydroxy-tamoxifen loss in DNA-binding at elevated temperature is more gradual.",14,HGNC:3468,hsa:2100,YES,NO,YES
33979-03-2,"2,2',4,4',6,6'-Hexachlorobiphenyl",Estrogen receptor beta,ESR2_HUMAN,Human,9606,ESR2,59215.765,Zinc ion binding,"Nuclear hormone receptor. Binds estrogens with an affinity similar to that of ESR1, and activates expression of reporter genes containing estrogen response elements (ERE) in an estrogen-dependent manner (PubMed:20074560). Isoform beta-cx lacks ligand binding ability and has no or only very low ere binding activity resulting in the loss of ligand-dependent transactivation ability. DNA-binding by ESR1 and ESR2 is rapidly lost at 37 degrees Celsius in the absence of ligand while in the presence of 17 beta-estradiol and 4-hydroxy-tamoxifen loss in DNA-binding at elevated temperature is more gradual.",14,HGNC:3468,hsa:2100,YES,NO,YES
496-46-8,Glycoluril,Estrogen receptor beta,ESR2_HUMAN,Human,9606,ESR2,59215.765,Zinc ion binding,"Nuclear hormone receptor. Binds estrogens with an affinity similar to that of ESR1, and activates expression of reporter genes containing estrogen response elements (ERE) in an estrogen-dependent manner (PubMed:20074560). Isoform beta-cx lacks ligand binding ability and has no or only very low ere binding activity resulting in the loss of ligand-dependent transactivation ability. DNA-binding by ESR1 and ESR2 is rapidly lost at 37 degrees Celsius in the absence of ligand while in the presence of 17 beta-estradiol and 4-hydroxy-tamoxifen loss in DNA-binding at elevated temperature is more gradual.",14,HGNC:3468,hsa:2100,YES,NO,YES
69782-91-8,"2,3,3',4',5,5',6-Heptachlorobiphenyl",Estrogen receptor beta,ESR2_HUMAN,Human,9606,ESR2,59215.765,Zinc ion binding,"Nuclear hormone receptor. Binds estrogens with an affinity similar to that of ESR1, and activates expression of reporter genes containing estrogen response elements (ERE) in an estrogen-dependent manner (PubMed:20074560). Isoform beta-cx lacks ligand binding ability and has no or only very low ere binding activity resulting in the loss of ligand-dependent transactivation ability. DNA-binding by ESR1 and ESR2 is rapidly lost at 37 degrees Celsius in the absence of ligand while in the presence of 17 beta-estradiol and 4-hydroxy-tamoxifen loss in DNA-binding at elevated temperature is more gradual.",14,HGNC:3468,hsa:2100,YES,NO,YES
78-88-6,"2,3-Dichloropropene",Estrogen receptor beta,ESR2_HUMAN,Human,9606,ESR2,59215.765,Zinc ion binding,"Nuclear hormone receptor. Binds estrogens with an affinity similar to that of ESR1, and activates expression of reporter genes containing estrogen response elements (ERE) in an estrogen-dependent manner (PubMed:20074560). Isoform beta-cx lacks ligand binding ability and has no or only very low ere binding activity resulting in the loss of ligand-dependent transactivation ability. DNA-binding by ESR1 and ESR2 is rapidly lost at 37 degrees Celsius in the absence of ligand while in the presence of 17 beta-estradiol and 4-hydroxy-tamoxifen loss in DNA-binding at elevated temperature is more gradual.",14,HGNC:3468,hsa:2100,YES,NO,YES
40581-93-9,"1,4,6,9-Tetrachlorodibenzo-p-dioxin",Estrogen receptor beta,ESR2_HUMAN,Human,9606,ESR2,59215.765,Zinc ion binding,"Nuclear hormone receptor. Binds estrogens with an affinity similar to that of ESR1, and activates expression of reporter genes containing estrogen response elements (ERE) in an estrogen-dependent manner (PubMed:20074560). Isoform beta-cx lacks ligand binding ability and has no or only very low ere binding activity resulting in the loss of ligand-dependent transactivation ability. DNA-binding by ESR1 and ESR2 is rapidly lost at 37 degrees Celsius in the absence of ligand while in the presence of 17 beta-estradiol and 4-hydroxy-tamoxifen loss in DNA-binding at elevated temperature is more gradual.",14,HGNC:3468,hsa:2100,YES,NO,YES
319-85-7,beta-Hexachlorocyclohexane,Estrogen receptor beta,ESR2_HUMAN,Human,9606,ESR2,59215.765,Zinc ion binding,"Nuclear hormone receptor. Binds estrogens with an affinity similar to that of ESR1, and activates expression of reporter genes containing estrogen response elements (ERE) in an estrogen-dependent manner (PubMed:20074560). Isoform beta-cx lacks ligand binding ability and has no or only very low ere binding activity resulting in the loss of ligand-dependent transactivation ability. DNA-binding by ESR1 and ESR2 is rapidly lost at 37 degrees Celsius in the absence of ligand while in the presence of 17 beta-estradiol and 4-hydroxy-tamoxifen loss in DNA-binding at elevated temperature is more gradual.",14,HGNC:3468,hsa:2100,YES,NO,YES
39227-58-2,"1,2,4-Trichlorodibenzo-p-dioxin",Estrogen receptor beta,ESR2_HUMAN,Human,9606,ESR2,59215.765,Zinc ion binding,"Nuclear hormone receptor. Binds estrogens with an affinity similar to that of ESR1, and activates expression of reporter genes containing estrogen response elements (ERE) in an estrogen-dependent manner (PubMed:20074560). Isoform beta-cx lacks ligand binding ability and has no or only very low ere binding activity resulting in the loss of ligand-dependent transactivation ability. DNA-binding by ESR1 and ESR2 is rapidly lost at 37 degrees Celsius in the absence of ligand while in the presence of 17 beta-estradiol and 4-hydroxy-tamoxifen loss in DNA-binding at elevated temperature is more gradual.",14,HGNC:3468,hsa:2100,YES,NO,YES
50-28-2,Estradiol,Estrogen receptor beta,ESR2_HUMAN,Human,9606,ESR2,59215.765,Zinc ion binding,"Nuclear hormone receptor. Binds estrogens with an affinity similar to that of ESR1, and activates expression of reporter genes containing estrogen response elements (ERE) in an estrogen-dependent manner (PubMed:20074560). Isoform beta-cx lacks ligand binding ability and has no or only very low ere binding activity resulting in the loss of ligand-dependent transactivation ability. DNA-binding by ESR1 and ESR2 is rapidly lost at 37 degrees Celsius in the absence of ligand while in the presence of 17 beta-estradiol and 4-hydroxy-tamoxifen loss in DNA-binding at elevated temperature is more gradual.",14,HGNC:3468,hsa:2100,YES,NO,YES
52663-64-6,"2,2',3,3',5,6,6'-Heptachlorobiphenyl",Estrogen receptor beta,ESR2_HUMAN,Human,9606,ESR2,59215.765,Zinc ion binding,"Nuclear hormone receptor. Binds estrogens with an affinity similar to that of ESR1, and activates expression of reporter genes containing estrogen response elements (ERE) in an estrogen-dependent manner (PubMed:20074560). Isoform beta-cx lacks ligand binding ability and has no or only very low ere binding activity resulting in the loss of ligand-dependent transactivation ability. DNA-binding by ESR1 and ESR2 is rapidly lost at 37 degrees Celsius in the absence of ligand while in the presence of 17 beta-estradiol and 4-hydroxy-tamoxifen loss in DNA-binding at elevated temperature is more gradual.",14,HGNC:3468,hsa:2100,YES,NO,YES
39485-83-1,"2,2',4,4',6-Pentachlorobiphenyl",Estrogen receptor beta,ESR2_HUMAN,Human,9606,ESR2,59215.765,Zinc ion binding,"Nuclear hormone receptor. Binds estrogens with an affinity similar to that of ESR1, and activates expression of reporter genes containing estrogen response elements (ERE) in an estrogen-dependent manner (PubMed:20074560). Isoform beta-cx lacks ligand binding ability and has no or only very low ere binding activity resulting in the loss of ligand-dependent transactivation ability. DNA-binding by ESR1 and ESR2 is rapidly lost at 37 degrees Celsius in the absence of ligand while in the presence of 17 beta-estradiol and 4-hydroxy-tamoxifen loss in DNA-binding at elevated temperature is more gradual.",14,HGNC:3468,hsa:2100,YES,NO,YES
68194-04-7,"2,2',4,6'-Tetrachlorobiphenyl",Estrogen receptor beta,ESR2_HUMAN,Human,9606,ESR2,59215.765,Zinc ion binding,"Nuclear hormone receptor. Binds estrogens with an affinity similar to that of ESR1, and activates expression of reporter genes containing estrogen response elements (ERE) in an estrogen-dependent manner (PubMed:20074560). Isoform beta-cx lacks ligand binding ability and has no or only very low ere binding activity resulting in the loss of ligand-dependent transactivation ability. DNA-binding by ESR1 and ESR2 is rapidly lost at 37 degrees Celsius in the absence of ligand while in the presence of 17 beta-estradiol and 4-hydroxy-tamoxifen loss in DNA-binding at elevated temperature is more gradual.",14,HGNC:3468,hsa:2100,YES,NO,YES
